eventStart,eventEnd,eventType,eventSampleSpeed,eventDurationSeconds,eventMilesDriven,eventStartLatitude,eventStartLongitude,eventEndLatitude,eventEndLongitude,eventGPSSignalStrength,eventStartSpeed,eventEndSpeed,memsMedianHorizontalNorm,gyro_angular_change_per_second,gyroAngleChange,mems_radius,is_ios,dv,aggression_score,angle_rate_ratio,curvature,turn_intensity
698340.1,712067.3,4.0,35.44271,13.727188,0.1261852,41.75904,-87.90346,41.759964,-87.90191,11.734694,34.359398,35.612083,1.3725176,9.547559,131.44325,8.79352,0,1.2526849999999996,0.02463028883258122,0.07208792445066094,0.10210833285682779,0.9748853323422018
76450.86,82838.57,4.0,16.876112,6.387711,0.028361335,41.72005,-88.03892,41.720337,-88.03861,5.612245,12.2584305,21.116714,1.9555238,13.808542,88.75284,6.562292,0,8.858283500000002,0.5486958641864945,0.1538507528006913,0.13223504196875763,1.8259731308973524
59073.56,67206.53,4.0,34.476837,8.132973,0.067581,41.81663,-87.865906,41.81652,-87.86464,10.459184,30.400013,36.23842,1.7549735,6.8926215,56.33095,101.50526,0,5.838406999999997,0.25172153472262493,0.12022514017297811,0.009755596932294011,0.06724163716086375
281751.12,286948.7,4.0,15.090395,5.1975627,0.016411489,41.81733,-87.85993,41.817448,-87.86019,8.163265,11.855782,19.64033,2.0770886,15.429209,80.80645,23.902092,0,7.784547999999999,0.6569522361750139,0.18860626515390902,0.040157268714612414,0.6195948918669163
793774.6,798989.2,4.0,17.054478,5.214563,0.018463407,40.12107,-75.64251,40.12083,-75.64246,2.9453263,15.238684,21.017672,2.6654406,17.385351,91.286575,11.140915,0,5.778988000000002,0.48531634086891456,0.1883843993560277,0.08236611490979058,1.4319638182130425
763899.44,768679.44,4.0,20.379786,4.78,0.016749272,40.122616,-75.64123,40.122383,-75.64116,1.3571658,22.455372,18.405344,0.7892773,8.422953,40.56673,18.926788,0,4.050028000000001,0.38753968401142586,0.20263689253400496,0.05018370246122958,0.42269496719692107
252271.34,257233.08,4.0,13.500446,4.961735,0.014369132,40.167034,-75.66594,40.166904,-75.665764,4.472429,8.437016,19.628777,1.959369,19.4549,97.23466,7.210285,0,11.191761,1.0126236800336248,0.19804517061493365,0.12179845157628513,2.3695766955714697
843981.0,848780.75,4.0,8.558532,4.7997503,0.008778555,41.845673,-87.964134,41.845562,-87.96417,10.714286,6.062107,10.983376,1.3547755,17.835918,86.31545,4.2522426,0,4.921269,0.46800353975455106,0.20426989725186093,0.19039486104468975,3.3958671292144804
791936.8,798680.3,4.0,17.332554,6.7435,0.023777615,41.846455,-87.963066,41.846146,-87.963165,13.520409,14.047981,21.653576,1.6539644,12.805447,86.85852,3.9245422,0,7.605595000000001,0.4343153237342725,0.1457507706708467,0.20306456100630027,2.6003324735444444
84744.68,86845.56,4.0,15.985942,2.100883,0.008608988,38.808647,-77.08864,38.80877,-77.088615,3.3881214,14.804844,17.360233,1.8221743,16.551382,35.372047,1.8488377,0,2.5553890000000017,0.839178252950246,0.455057753554536,0.35102034770180135,5.809871864585336
1481122.6,1484707.5,4.0,12.095226,3.584875,0.006440599,41.903748,-87.643265,41.903816,-87.64319,2.5594616,10.343245,13.326852,3.4410312,25.268238,91.49846,4.7075706,0,2.983607000000001,0.4395725780786853,0.2731746885299496,0.17520589232834016,4.427144186354873
491423.66,495787.8,4.0,15.609366,4.3641562,0.016794918,44.3497,-89.0858,44.349873,-89.08561,6.632653,13.690072,18.544231,2.093088,17.30336,76.201065,20.162079,0,4.854158999999999,0.5324312876434465,0.2241336955649511,0.04725433640050205,0.8176587942989912
451789.34,456312.22,4.0,23.225029,4.5228753,0.020135058,44.347046,-89.089066,44.347233,-89.08876,5.612245,22.078596,24.606339,1.2988317,8.743452,39.892433,55.338505,0,2.5277429999999974,0.2627913073025834,0.21381589107207194,0.017749849769709013,0.1551949594686618
421081.34,428381.47,4.0,23.315304,7.300125,0.039279163,44.34511,-89.09178,44.34543,-89.09115,6.122449,23.622084,24.382645,0.72968435,6.6919484,49.117558,56.593037,0,0.7605609999999992,0.03856014044291324,0.1335250292921295,0.017363210069995094,0.11619370584676755
585631.2,590882.44,4.0,10.867013,5.2512503,0.013786587,41.868942,-87.63053,41.869057,-87.63072,3.2506864,7.4136,13.906098,1.2725538,14.663892,77.53483,7.758794,0,6.492498,0.5395326676303005,0.1867183261235811,0.11417096919964095,1.6741907618788614
482156.94,489517.88,4.0,15.156716,7.360938,0.025287416,41.86737,-87.63071,41.867645,-87.63043,2.479713,12.024883,18.156233,1.3343182,11.217661,82.97927,11.18914,0,6.131349999999999,0.3070127192957865,0.13357654811717223,0.08204024237969208,0.920299627373219
314172.0,319930.47,4.0,13.744835,5.758469,0.01884457,41.867325,-87.643555,41.867176,-87.64329,1.3739169,10.782639,18.44992,1.6462327,13.643488,79.05973,13.502346,0,7.667280999999999,0.5548566945121228,0.17041636288306242,0.06895436090133279,0.9407779955050031
1034065.5,1039641.94,4.0,16.32928,5.576438,0.018371245,41.84689,-87.62693,41.846836,-87.62661,2.3458278,11.233236,21.41864,2.3620043,18.694422,104.925224,5.0013213,0,10.185404,0.7734690544914552,0.17648697160177826,0.16662997196967275,3.1150510138492336
973158.7,979169.75,4.0,16.516762,6.0110626,0.023743918,41.84761,-87.62822,41.847397,-87.62792,4.164035,18.351559,16.389479,1.3862326,13.620323,82.36583,8.753262,0,1.9620800000000003,0.13313426185304778,0.16338016427114083,0.10252979977365521,1.396488990042511
929379.4,935607.75,4.0,11.833498,6.2283754,0.017603783,41.849327,-87.62932,41.849197,-87.62906,4.162197,11.277106,13.798414,1.0312126,13.516558,84.67565,5.6547008,0,2.5213079999999994,0.16220481080875915,0.1577642889198973,0.150269716108048,2.031129333417965
395642.06,401809.66,4.0,17.095188,6.167594,0.023682037,41.81076,-87.58917,41.811054,-87.58904,2.9622908,18.612535,18.683392,2.1117218,14.4046955,89.364914,11.622757,0,0.07085700000000017,0.0046260369248609795,0.15940584528194207,0.07922199563851225,1.141168724075097
